,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label_col
36,9000,43.5,0.5,20.25,0.43,33.0,0.0,bending
37,9250,43.25,0.83,20.0,0.71,32.0,0.0,bending
38,9500,43.5,0.5,24.0,0.0,33.0,0.0,bending
39,9750,43.0,0.71,23.25,0.43,33.0,0.0,bending
40,10000,43.25,0.83,23.0,0.82,33.0,0.0,bending
41,10250,43.33,0.94,23.5,0.5,33.0,0.0,bending
42,10500,43.25,0.83,21.25,0.43,33.0,0.0,bending
43,10750,43.67,0.47,22.5,0.5,33.0,0.0,bending
44,11000,43.5,0.5,24.0,0.0,33.75,1.3,bending
45,11250,43.33,0.47,18.0,0.0,33.0,0.0,bending
46,11500,43.0,0.82,18.0,0.0,33.0,0.0,bending
47,11750,43.0,0.71,18.25,0.43,33.0,0.0,bending
48,12000,43.5,0.5,18.5,1.12,32.75,0.43,bending
49,12250,43.5,0.5,20.5,2.69,32.75,0.43,bending
50,12500,43.25,0.83,21.5,0.5,32.5,0.5,bending
51,12750,43.25,0.83,21.33,0.47,33.0,0.0,bending
52,13000,43.5,0.5,22.5,0.87,33.0,0.0,bending
53,13250,43.33,0.47,24.0,0.0,34.0,1.41,bending
54,13500,43.0,0.82,18.33,0.47,34.5,1.5,bending
55,13750,43.33,0.47,22.0,2.83,33.0,0.0,bending
56,14000,43.5,0.5,18.25,0.43,33.0,0.0,bending
57,14250,43.25,0.83,19.75,0.43,33.0,0.0,bending
58,14500,43.5,0.5,23.5,0.5,33.0,0.0,bending
59,14750,43.25,0.83,22.75,0.43,33.0,0.0,bending
60,15000,43.5,0.5,23.75,0.43,33.0,0.0,bending
61,15250,43.5,0.5,21.75,0.43,33.0,0.0,bending
62,15500,43.5,0.5,21.25,0.83,32.5,0.87,bending
63,15750,43.5,0.5,24.0,0.0,33.0,0.0,bending
64,16000,43.5,0.5,20.33,2.62,32.33,0.47,bending
65,16250,43.5,0.5,18.0,0.0,32.5,0.5,bending
66,16500,43.5,0.5,17.5,1.12,31.75,0.43,bending
67,16750,43.5,0.5,16.75,0.83,30.75,0.43,bending
68,17000,43.67,0.47,23.5,0.5,33.0,0.0,bending
69,17250,43.4,0.49,24.0,0.0,33.0,0.0,bending
70,17500,43.0,0.82,24.0,0.0,34.0,1.41,bending
71,17750,43.67,0.47,20.5,2.6,33.0,0.0,bending
72,18000,43.33,0.47,24.0,0.0,33.75,1.3,bending
73,18250,43.5,0.5,23.75,0.43,33.5,0.87,bending
74,18500,43.5,0.5,21.0,3.0,32.25,0.43,bending
75,18750,43.5,0.5,17.25,0.83,32.25,0.43,bending
76,19000,43.33,0.47,14.33,0.47,32.5,0.5,bending
77,19250,43.0,0.82,12.0,0.0,32.75,0.43,bending
78,19500,43.5,0.5,13.75,1.09,33.0,0.0,bending
79,19750,43.5,0.5,9.5,1.5,33.0,0.0,bending
80,20000,43.5,0.5,12.0,0.71,33.0,0.0,bending
81,20250,43.5,0.5,18.25,3.27,33.0,0.0,bending
82,20500,43.5,0.5,17.67,0.47,33.0,0.0,bending
83,20750,43.67,0.47,18.25,0.43,32.67,0.47,bending
84,21000,43.25,0.83,19.75,1.09,33.0,0.0,bending
85,21250,42.0,0.0,20.5,1.5,36.0,0.0,bending
86,21500,42.67,0.47,20.75,0.43,36.0,0.0,bending
87,21750,42.5,0.5,21.75,0.83,36.0,0.0,bending
88,22000,43.5,0.5,21.5,0.5,36.0,0.0,bending
89,22250,42.67,0.47,21.33,0.47,35.25,1.3,bending
90,22500,43.0,0.71,21.0,0.0,35.0,1.22,bending
91,22750,42.75,0.83,21.0,0.0,35.25,1.3,bending
92,23000,42.5,0.5,22.5,0.5,36.0,0.0,bending
93,23250,42.75,0.43,21.5,0.5,36.0,0.0,bending
94,23500,42.5,0.5,19.25,1.09,34.5,1.5,bending
95,23750,42.5,0.5,22.0,0.0,36.0,0.0,bending
96,24000,42.5,0.5,21.25,0.43,35.0,1.22,bending
97,24250,42.5,0.5,21.75,0.83,34.5,1.5,bending
98,24500,42.5,0.5,22.33,0.47,35.0,1.41,bending
99,24750,42.67,0.47,21.25,0.43,34.0,1.41,bending
100,25000,42.5,0.5,20.5,0.5,35.25,1.3,bending
101,25250,42.5,0.5,20.5,0.5,36.0,0.0,bending
102,25500,42.33,0.47,20.67,0.47,36.0,0.0,bending
103,25750,42.5,0.5,20.5,0.5,35.0,1.22,bending
104,26000,42.25,0.43,19.5,1.5,34.5,1.5,bending
105,26250,42.5,0.5,16.25,1.09,33.0,0.0,bending
106,26500,42.5,0.5,16.25,0.43,33.75,1.3,bending
107,26750,42.5,0.5,19.5,0.5,36.0,0.0,bending
108,27000,42.5,0.5,19.0,1.22,35.25,1.3,bending
109,27250,42.5,0.5,18.33,3.09,35.0,1.41,bending
110,27500,42.5,0.5,21.0,0.0,36.0,0.0,bending
111,27750,42.5,0.5,21.0,0.0,35.67,0.47,bending
112,28000,42.67,0.47,21.0,0.0,34.0,1.41,bending
113,28250,42.5,0.5,21.0,0.0,35.0,1.41,bending
114,28500,42.0,0.0,18.5,1.5,33.0,0.0,bending
115,28750,42.33,0.47,18.0,0.0,33.0,0.0,bending
116,29000,42.25,0.43,19.25,0.83,33.0,0.0,bending
117,29250,42.0,0.0,19.33,0.47,33.0,0.0,bending
118,29500,42.0,0.0,19.5,0.5,33.0,0.0,bending
119,29750,42.25,0.43,20.25,1.79,35.0,1.22,bending
120,30000,42.25,0.43,21.0,0.0,33.75,1.3,bending
121,30250,42.25,0.43,21.25,0.43,34.5,1.5,bending
122,30500,42.25,0.43,21.0,0.0,36.0,0.0,bending
123,30750,42.0,0.0,21.0,0.0,34.0,1.41,bending
124,31000,42.25,0.43,21.0,0.0,35.0,1.41,bending
125,31250,42.0,0.0,18.5,1.5,33.75,1.3,bending
126,31500,42.67,0.47,17.75,0.43,33.0,0.0,bending
127,31750,42.0,0.0,19.5,0.5,34.75,1.3,bending
128,32000,42.0,0.0,20.33,0.47,35.0,1.22,bending
129,32250,42.5,0.5,21.0,0.0,33.75,1.3,bending
130,32500,42.33,0.47,20.67,0.47,35.25,1.3,bending
131,32750,42.25,0.43,19.5,0.5,34.5,1.5,bending
132,33000,42.0,0.0,21.0,0.0,34.25,1.3,bending
133,33250,42.0,0.0,21.0,0.0,34.25,1.3,bending
134,33500,42.25,0.43,21.0,0.0,35.0,1.22,bending
135,33750,42.5,0.5,21.0,0.0,33.75,1.3,bending
136,34000,42.25,0.43,20.33,0.47,36.0,0.0,bending
137,34250,42.0,0.0,20.5,0.5,36.0,0.0,bending
138,34500,42.0,0.0,19.25,0.43,36.0,0.0,bending
139,34750,42.33,0.47,19.75,0.43,36.0,0.0,bending
140,35000,42.33,0.47,21.0,0.0,33.67,0.94,bending
141,35250,42.5,0.5,21.0,0.0,33.75,1.3,bending
142,35500,42.0,0.0,20.33,0.47,33.0,0.0,bending
143,35750,42.0,0.0,20.75,0.43,33.75,1.3,bending
144,36000,42.25,0.43,21.0,0.0,33.0,0.0,bending
145,36250,42.5,0.5,21.0,0.0,35.5,0.5,bending
146,36500,42.5,0.5,20.75,0.43,34.5,1.5,bending
147,36750,42.5,0.5,21.0,0.0,33.0,0.0,bending
148,37000,42.5,0.5,21.0,0.0,33.75,1.3,bending
149,37250,42.25,0.43,18.75,1.3,33.0,0.0,bending
150,37500,42.5,0.5,18.0,0.0,33.0,0.0,bending
151,37750,42.25,0.43,19.5,1.5,33.75,1.3,bending
152,38000,42.0,0.0,21.0,0.0,33.0,0.0,bending
153,38250,42.33,0.47,21.0,0.0,33.75,1.3,bending
154,38500,42.5,0.5,21.0,0.0,33.0,0.0,bending
155,38750,42.0,0.0,21.0,0.0,33.75,1.3,bending
156,39000,42.25,0.43,20.25,0.83,33.0,0.0,bending
157,39250,42.0,0.0,20.25,0.83,33.75,1.3,bending
158,39500,42.0,0.0,19.25,1.09,33.75,1.3,bending
159,39750,42.25,0.43,18.67,0.47,33.0,0.0,bending
160,40000,42.0,0.0,19.33,0.94,33.0,0.0,bending
161,40250,42.0,0.0,20.25,0.83,35.25,1.3,bending
162,40500,42.25,0.43,21.0,0.0,33.75,1.3,bending
163,40750,42.0,0.0,21.0,0.0,35.0,1.22,bending
164,41000,42.0,0.0,21.0,0.0,33.75,1.3,bending
165,41250,42.0,0.0,21.0,0.0,33.0,0.0,bending
166,41500,42.25,0.43,21.0,0.0,33.0,0.0,bending
167,41750,42.0,0.0,21.33,0.47,34.5,1.5,bending
168,42000,42.0,0.0,21.0,0.0,33.5,0.87,bending
169,42250,42.0,0.0,21.5,0.5,34.5,1.5,bending
170,42500,42.0,0.0,21.25,0.43,35.25,1.3,bending
171,42750,42.0,0.0,21.0,0.0,34.5,1.5,bending
172,43000,42.25,0.43,21.0,0.0,34.5,1.5,bending
173,43250,42.0,0.0,21.25,0.43,33.0,0.0,bending
174,43500,42.0,0.0,21.0,0.0,33.0,0.0,bending
175,43750,42.5,0.5,21.0,0.0,33.0,0.0,bending
176,44000,42.0,0.0,21.0,0.0,33.75,1.3,bending
177,44250,42.0,0.0,21.0,0.0,34.0,1.41,bending
178,44500,42.25,0.43,20.5,0.5,36.0,0.0,bending
179,44750,42.25,0.43,20.67,0.47,35.0,1.41,bending
180,45000,42.33,0.47,21.0,0.0,36.0,0.0,bending
181,45250,42.0,0.0,21.0,0.0,35.25,1.3,bending
182,45500,42.0,0.0,21.0,0.0,36.0,0.0,bending
183,45750,42.0,0.0,21.0,0.0,35.75,0.43,bending
184,46000,42.0,0.0,21.0,0.0,33.75,1.3,bending
185,46250,42.0,0.0,21.0,0.0,34.25,1.3,bending
186,46500,42.0,0.0,21.0,0.0,33.0,0.0,bending
187,46750,42.25,0.43,21.0,0.0,33.0,0.0,bending
188,47000,42.0,0.0,21.0,0.0,33.75,1.3,bending
189,47250,42.0,0.0,21.0,0.0,34.25,1.3,bending
190,47500,42.25,0.43,20.5,0.5,35.0,1.22,bending
191,47750,42.0,0.0,21.0,0.0,34.5,1.5,bending
192,48000,42.0,0.0,21.0,0.0,34.8,1.47,bending
193,48250,42.25,0.43,22.5,0.5,34.5,1.5,bending
194,48500,42.0,0.0,22.75,0.43,33.75,1.3,bending
195,48750,42.33,0.47,22.25,0.43,35.0,1.41,bending
196,49000,42.0,0.0,21.67,0.47,33.0,0.0,bending
197,49250,42.0,0.0,21.75,0.83,34.5,1.5,bending
198,49500,42.0,0.0,21.0,0.0,35.25,1.3,bending
199,49750,42.0,0.0,21.0,0.0,34.5,1.5,bending
200,50000,42.25,0.43,21.25,0.43,35.25,1.3,bending
201,50250,42.25,0.43,21.25,0.43,33.75,1.3,bending
202,50500,42.0,0.0,21.0,0.0,35.25,1.3,bending
203,50750,42.25,0.43,22.25,0.43,36.0,0.0,bending
204,51000,42.0,0.0,23.0,0.0,36.0,0.0,bending
205,51250,42.5,0.5,22.75,0.43,33.75,1.3,bending
206,51500,42.25,0.43,21.75,0.43,33.0,0.0,bending
207,51750,42.0,0.0,21.33,0.47,33.0,0.0,bending
208,52000,42.0,0.0,21.0,0.0,33.0,0.0,bending
209,52250,42.0,0.0,21.25,0.43,33.75,1.3,bending
210,52500,42.5,0.5,21.75,0.43,33.75,1.3,bending
211,52750,42.0,0.0,22.25,0.43,36.0,0.0,bending
212,53000,42.0,0.0,21.33,0.47,36.0,0.0,bending
213,53250,42.0,0.0,21.0,0.0,35.25,1.3,bending
214,53500,42.0,0.0,21.25,0.43,33.0,0.0,bending
215,53750,42.0,0.0,21.25,0.43,33.75,1.3,bending
216,54000,42.25,0.43,21.0,0.0,35.75,0.43,bending
217,54250,42.0,0.0,21.0,0.0,33.0,0.0,bending
218,54500,42.0,0.0,21.25,0.43,33.0,0.0,bending
219,54750,42.0,0.0,21.33,0.47,33.0,0.0,bending
220,55000,42.0,0.0,22.25,0.83,33.0,0.0,bending
221,55250,42.25,0.43,21.25,0.43,33.0,0.0,bending
222,55500,42.0,0.0,21.0,0.0,35.25,1.3,bending
223,55750,42.0,0.0,21.0,0.0,35.25,1.3,bending
224,56000,42.5,0.5,21.5,0.87,35.25,1.3,bending
225,56250,42.0,0.0,21.5,0.87,35.25,1.3,bending
226,56500,42.0,0.0,21.75,0.43,35.5,0.5,bending
227,56750,42.0,0.0,21.5,0.5,33.0,0.0,bending
228,57000,42.0,0.0,21.25,0.43,34.5,1.5,bending
229,57250,42.25,0.43,21.0,0.0,35.75,0.43,bending
230,57500,42.0,0.0,20.75,0.43,34.5,1.5,bending
231,57750,42.0,0.0,21.75,0.43,33.0,0.0,bending
232,58000,42.0,0.0,21.5,0.5,34.5,1.5,bending
233,58250,42.25,0.43,21.0,0.0,35.33,0.47,bending
234,58500,42.0,0.0,21.0,0.0,35.0,1.41,bending
235,58750,42.0,0.0,21.0,0.0,33.5,0.87,bending
236,59000,42.0,0.0,21.75,0.43,33.75,1.3,bending
237,59250,42.0,0.0,21.25,0.43,33.75,1.3,bending
238,59500,42.0,0.0,21.67,0.47,33.75,1.3,bending
239,59750,42.25,0.43,21.0,0.0,33.0,0.0,bending
240,60000,42.0,0.0,21.0,0.0,33.0,0.0,bending
241,60250,42.25,0.43,21.0,0.0,33.75,1.3,bending
242,60500,42.0,0.0,21.0,0.0,33.0,0.0,bending
243,60750,42.0,0.0,21.75,0.43,34.5,1.5,bending
244,61000,42.25,0.43,22.25,0.43,34.25,1.3,bending
245,61250,42.0,0.0,22.25,0.43,33.75,1.3,bending
246,61500,42.0,0.0,21.5,0.5,35.75,0.43,bending
247,61750,42.25,0.43,21.25,0.43,33.75,1.3,bending
248,62000,42.0,0.0,21.0,0.0,34.0,1.41,bending
249,62250,42.0,0.0,20.75,0.43,35.0,1.41,bending
250,62500,42.0,0.0,21.0,0.0,34.2,1.47,bending
251,62750,42.0,0.0,21.0,0.0,35.0,1.41,bending
252,63000,42.0,0.0,21.0,0.0,35.25,1.3,bending
253,63250,42.0,0.0,21.0,0.0,33.75,1.3,bending
254,63500,42.0,0.0,21.0,0.0,34.25,1.3,bending
255,63750,42.0,0.0,22.0,0.0,34.5,1.5,bending
256,64000,42.0,0.0,22.0,1.0,36.0,0.0,bending
257,64250,42.0,0.0,21.5,0.5,33.0,0.0,bending
258,64500,42.0,0.0,21.25,0.43,34.0,1.41,bending
259,64750,42.0,0.0,20.33,0.94,33.0,0.0,bending
260,65000,42.0,0.0,20.0,1.0,33.0,0.0,bending
261,65250,42.0,0.0,21.25,0.43,33.0,0.0,bending
262,65500,42.0,0.0,22.0,0.71,34.5,1.5,bending
263,65750,42.0,0.0,22.25,0.43,34.25,1.3,bending
264,66000,42.0,0.0,22.75,0.43,36.0,0.0,bending
265,66250,42.0,0.0,22.75,0.43,33.75,1.3,bending
266,66500,40.5,1.12,22.33,0.94,34.0,1.41,bending
267,66750,39.25,0.43,18.5,2.29,30.5,0.5,bending
268,67000,39.25,0.43,16.67,1.25,32.0,0.0,bending
269,67250,39.67,0.47,18.5,1.66,30.33,0.47,bending
270,67500,39.5,0.5,19.75,1.09,32.5,0.5,bending
271,67750,39.0,0.0,12.0,0.0,31.67,0.47,bending
272,68000,38.75,0.43,7.25,4.76,30.25,0.43,bending
273,68250,40.75,1.09,2.0,1.41,30.25,0.43,bending
274,68500,42.33,0.47,10.0,3.56,30.5,0.5,bending
275,68750,44.5,0.5,14.67,0.47,29.67,0.47,bending
276,69000,45.0,0.0,16.25,1.3,28.5,0.5,bending
277,69250,45.0,0.0,18.25,0.43,30.0,0.0,bending
278,69500,45.0,0.0,18.0,0.0,30.0,0.0,bending
279,69750,44.0,1.22,14.0,2.24,30.0,0.0,bending
280,70000,41.75,1.09,8.25,0.83,30.0,0.0,bending
281,70250,39.5,0.87,14.75,1.09,29.5,0.5,bending
282,70500,38.5,0.5,19.67,1.25,29.33,0.47,bending
283,70750,38.25,0.83,19.0,0.71,28.5,0.5,bending
284,71000,39.0,0.0,14.75,2.17,29.0,0.82,bending
285,71250,38.0,0.82,16.0,1.0,28.0,1.0,bending
286,71500,39.0,0.71,18.75,1.3,30.75,3.11,bending
287,71750,40.5,1.12,23.75,0.43,37.0,1.22,bending
288,72000,41.6,0.49,20.75,0.43,37.2,1.47,bending
289,72250,41.67,0.47,19.0,4.06,36.67,0.94,bending
290,72500,41.33,0.47,24.0,0.0,36.25,0.43,bending
291,72750,41.5,0.5,21.5,3.2,36.75,0.83,bending
292,73000,41.0,0.82,16.33,3.3,36.25,0.43,bending
293,73250,41.0,0.71,13.75,2.77,36.0,0.0,bending
294,73500,41.25,0.83,18.25,1.79,33.75,1.3,bending
295,73750,41.0,0.71,23.0,1.41,30.5,1.5,bending
296,74000,40.25,0.83,21.67,1.7,33.0,2.45,bending
297,74250,40.5,0.5,21.75,1.92,33.75,1.3,bending
298,74500,41.5,0.5,22.5,1.12,31.5,0.87,bending
299,74750,41.75,0.43,17.67,2.87,32.0,0.0,bending
300,75000,41.67,0.47,18.25,1.79,31.33,0.47,bending
301,75250,41.0,0.71,18.75,2.28,35.5,1.5,bending
302,75500,40.25,0.83,19.25,1.3,36.75,0.83,bending
303,75750,41.25,0.83,17.5,1.5,37.25,1.3,bending
304,76000,42.0,0.0,21.67,1.7,36.5,0.5,bending
305,76250,42.0,0.0,21.0,3.67,36.75,1.3,bending
306,76500,41.75,0.43,12.25,5.76,37.75,0.83,bending
307,76750,42.0,0.0,16.0,1.58,37.0,1.0,bending
308,77000,42.0,0.0,19.75,1.09,38.5,0.87,bending
309,77250,42.0,0.0,22.67,1.25,38.0,1.41,bending
310,77500,42.0,0.0,22.5,0.5,37.5,0.5,bending
311,77750,41.8,0.4,24.8,1.47,36.25,0.43,bending
312,78000,41.75,0.43,29.5,0.87,36.0,0.0,bending
313,78250,41.0,0.82,29.33,0.94,36.0,0.0,bending
314,78500,40.25,0.83,26.5,1.5,35.25,1.3,bending
315,78750,40.25,0.83,24.0,0.0,33.0,0.0,bending
316,79000,40.0,0.82,24.0,0.0,33.75,1.3,bending
317,79250,39.5,0.5,26.0,1.22,33.0,0.0,bending
318,79500,39.5,0.5,23.75,0.43,32.0,0.71,bending
319,79750,39.25,0.43,22.0,1.22,32.5,0.87,bending
320,80000,39.0,0.0,23.25,0.83,32.75,0.43,bending
321,80250,39.25,0.43,20.25,2.49,33.0,0.0,bending
322,80500,38.5,0.5,13.33,1.25,33.0,0.0,bending
323,80750,38.67,0.47,16.75,1.64,34.0,1.41,bending
324,81000,39.0,0.0,17.33,0.94,34.5,1.5,bending
325,81250,39.75,0.83,19.75,0.83,33.0,0.0,bending
326,81500,41.25,0.43,22.0,1.0,34.5,1.5,bending
327,81750,41.5,0.5,22.0,1.22,34.5,1.5,bending
328,82000,41.5,0.5,19.75,1.48,33.25,1.79,bending
329,82250,41.25,0.83,19.75,1.3,30.0,0.0,bending
330,82500,41.25,0.43,18.33,2.87,27.67,2.62,bending
331,82750,41.25,0.83,22.25,1.3,32.25,0.83,bending
332,83000,41.5,0.5,19.25,2.59,34.5,1.5,bending
333,83250,41.67,0.47,18.5,0.5,36.33,0.47,bending
334,83500,40.5,1.12,15.5,2.29,34.5,1.5,bending
335,83750,40.33,0.94,17.25,1.3,34.0,1.41,bending
336,84000,41.33,0.47,21.0,1.63,33.75,1.3,bending
337,84250,42.0,0.0,20.0,1.58,33.75,1.3,bending
338,84500,42.0,0.0,20.2,1.33,33.75,1.3,bending
339,84750,42.0,0.0,19.67,1.25,31.5,1.12,bending
340,85000,42.0,0.0,19.5,1.5,30.25,0.43,bending
341,85250,42.0,0.0,21.0,1.41,30.0,0.0,bending
342,85500,42.25,0.43,23.75,0.43,30.0,0.0,bending
343,85750,44.25,0.43,23.5,0.5,30.0,0.0,bending
344,86000,44.75,0.43,24.0,0.0,30.0,0.0,bending
345,86250,45.0,0.0,23.67,0.47,30.0,0.0,bending
346,86500,45.0,0.0,22.75,0.43,30.0,0.0,bending
347,86750,45.0,0.0,21.5,0.87,30.0,0.0,bending
348,87000,44.75,0.43,21.0,0.0,30.0,0.0,bending
349,87250,44.33,0.47,21.33,0.47,30.0,0.0,bending
350,87500,44.6,0.49,21.6,0.8,29.75,0.43,bending
351,87750,44.33,0.47,21.0,0.0,30.0,0.0,bending
352,88000,44.5,0.5,22.75,0.43,30.0,0.0,bending
353,88250,44.5,0.5,22.5,0.5,30.0,0.0,bending
354,88500,44.5,0.5,22.25,0.43,30.25,0.43,bending
355,88750,44.5,0.5,23.0,0.71,30.25,0.43,bending
356,89000,44.0,0.71,23.0,0.0,30.0,0.0,bending
357,89250,43.5,0.5,23.5,0.5,29.75,0.43,bending
358,89500,43.5,0.5,22.0,0.71,29.75,0.43,bending
359,89750,43.5,0.5,22.25,0.83,29.75,0.43,bending
360,90000,43.5,0.5,21.5,0.5,30.0,0.0,bending
361,90250,43.5,0.5,22.25,0.83,30.0,0.0,bending
362,90500,44.0,0.71,22.67,0.47,29.67,0.47,bending
363,90750,44.0,0.71,22.5,0.5,29.5,0.5,bending
364,91000,44.0,0.0,22.25,0.43,30.0,0.0,bending
365,91250,44.5,0.5,24.25,1.09,30.0,0.0,bending
366,91500,45.0,0.0,25.25,0.83,29.5,0.5,bending
367,91750,45.0,0.0,24.25,0.43,29.33,0.47,bending
368,92000,45.25,0.43,24.25,0.43,29.0,0.71,bending
369,92250,45.5,0.5,24.25,0.43,28.75,0.43,bending
370,92500,45.0,0.0,24.0,0.0,29.25,0.43,bending
371,92750,45.0,0.0,24.0,0.0,30.0,0.0,bending
372,93000,45.0,0.0,24.0,0.0,30.0,0.0,bending
373,93250,44.75,0.43,24.0,0.0,30.0,0.0,bending
374,93500,44.5,0.5,25.0,1.0,30.0,0.0,bending
375,93750,44.5,0.5,25.67,0.94,30.0,0.0,bending
376,94000,44.67,0.47,26.25,0.43,30.0,0.0,bending
377,94250,45.0,0.0,25.5,1.12,30.0,0.0,bending
378,94500,44.5,0.5,24.0,0.0,30.0,0.0,bending
379,94750,44.33,0.47,24.0,0.0,30.0,0.0,bending
380,95000,44.5,0.5,24.0,0.0,29.75,0.43,bending
381,95250,44.5,0.5,24.0,0.0,30.0,0.0,bending
382,95500,44.5,0.5,24.0,0.0,29.5,0.5,bending
383,95750,44.75,0.43,24.0,0.0,30.0,0.0,bending
384,96000,44.5,0.5,24.0,0.0,30.0,0.0,bending
385,96250,44.5,0.5,24.0,0.0,29.5,0.5,bending
386,96500,44.5,0.5,24.0,0.0,30.0,0.0,bending
387,96750,44.5,0.5,24.0,0.0,30.0,0.0,bending
388,97000,44.5,0.5,23.25,1.3,29.5,0.5,bending
389,97250,44.67,0.47,23.0,1.0,30.33,0.47,bending
390,97500,44.5,0.5,23.0,0.71,31.5,0.5,bending
391,97750,44.75,0.43,21.5,0.5,32.0,0.0,bending
392,98000,44.67,0.47,21.5,0.5,32.33,0.47,bending
393,98250,44.75,0.43,21.0,0.0,32.25,0.43,bending
394,98500,44.5,0.5,21.75,0.43,32.0,0.0,bending
395,98750,44.5,0.5,20.25,0.83,32.0,0.0,bending
396,99000,44.5,0.5,21.0,0.0,31.25,0.43,bending
397,99250,44.5,0.5,18.5,2.29,31.5,0.87,bending
398,99500,45.0,0.0,14.5,2.29,32.5,0.5,bending
399,99750,45.0,0.0,20.0,1.41,33.0,0.0,bending
400,100000,45.0,0.0,23.0,0.82,33.0,0.0,bending
401,100250,45.0,0.0,24.0,0.0,33.0,0.0,bending
402,100500,45.0,0.0,24.0,0.0,33.0,0.0,bending
403,100750,45.0,0.0,24.0,0.0,32.5,0.5,bending
404,101000,43.5,1.12,22.5,1.12,32.5,0.5,bending
405,101250,42.0,0.0,21.0,0.0,30.5,0.87,bending
406,101500,42.5,0.5,20.0,0.71,30.75,0.83,bending
407,101750,43.5,0.5,22.5,1.12,28.0,1.22,bending
408,102000,43.0,0.71,21.75,0.83,32.0,1.22,bending
409,102250,43.0,1.0,22.0,1.0,33.75,1.3,bending
410,102500,42.25,0.43,21.0,0.0,35.0,1.41,bending
411,102750,42.0,0.0,21.25,0.43,36.0,0.0,bending
412,103000,42.75,0.43,18.5,1.8,36.5,0.5,bending
413,103250,43.67,0.47,17.75,1.64,36.67,0.47,bending
414,103500,44.0,0.71,20.0,0.0,36.25,0.43,bending
415,103750,44.67,0.47,18.67,0.94,36.0,0.0,bending
416,104000,45.0,0.0,18.0,0.0,35.25,1.3,bending
417,104250,45.0,0.0,18.25,0.83,33.0,0.0,bending
418,104500,44.5,0.5,15.0,0.0,33.0,0.0,bending
419,104750,43.75,0.83,14.5,0.87,33.0,0.0,bending
420,105000,44.25,0.43,8.0,3.32,32.25,0.43,bending
421,105250,44.75,0.43,14.75,0.83,32.0,0.0,bending
422,105500,45.0,0.0,15.75,2.49,32.75,0.43,bending
423,105750,45.0,0.0,21.5,1.12,33.0,0.0,bending
424,106000,45.0,0.0,22.33,0.47,33.0,0.0,bending
425,106250,45.5,0.5,22.75,0.83,33.0,0.0,bending
426,106500,45.25,0.43,23.67,0.47,33.0,0.0,bending
427,106750,45.25,0.43,20.67,0.47,31.67,0.47,bending
428,107000,45.0,0.0,18.5,0.5,31.0,0.0,bending
429,107250,44.67,0.47,10.25,3.03,30.67,0.47,bending
430,107500,43.5,0.5,11.25,0.83,31.25,0.83,bending
431,107750,42.5,0.5,12.75,1.09,30.75,0.43,bending
432,108000,42.67,0.47,8.33,5.19,30.75,0.83,bending
433,108250,44.0,0.0,6.33,1.89,31.0,0.71,bending
