,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label_col
43,10750,39.2,0.4,8.6,3.2,27.0,0.58,bending
44,11000,39.25,0.43,8.25,1.92,27.0,0.0,bending
45,11250,40.0,0.71,11.33,2.49,27.0,0.0,bending
46,11500,42.0,0.0,20.0,2.24,28.25,0.43,bending
47,11750,42.75,0.83,24.0,0.0,29.75,0.43,bending
48,12000,44.25,0.43,24.0,0.0,30.0,0.0,bending
49,12250,44.5,0.5,23.75,0.43,30.0,0.0,bending
50,12500,44.25,0.83,24.0,0.0,30.0,0.0,bending
51,12750,42.67,0.94,24.0,0.0,30.0,0.0,bending
52,13000,41.25,0.83,19.75,2.59,28.25,1.09,bending
53,13250,39.67,0.47,10.33,1.25,27.25,0.43,bending
54,13500,39.0,0.0,12.25,0.83,27.0,0.0,bending
55,13750,39.0,0.0,11.25,0.43,27.0,0.0,bending
56,14000,41.5,0.5,16.25,3.7,27.5,0.5,bending
57,14250,42.0,0.0,23.75,0.43,29.75,0.43,bending
58,14500,44.0,0.71,24.0,0.0,30.0,0.0,bending
59,14750,44.5,0.5,24.0,0.0,30.0,0.0,bending
60,15000,44.0,0.71,24.0,0.0,30.0,0.0,bending
61,15250,42.5,0.87,23.67,0.47,29.0,0.82,bending
62,15500,41.25,0.83,15.5,2.87,27.5,0.5,bending
63,15750,39.75,0.83,15.33,1.7,27.0,0.0,bending
64,16000,39.0,0.0,18.0,0.0,26.5,0.5,bending
65,16250,40.0,0.71,14.5,1.66,27.25,0.43,bending
66,16500,41.5,0.5,16.5,3.2,28.5,0.5,bending
67,16750,42.33,0.47,24.0,0.0,30.0,0.0,bending
68,17000,43.67,0.47,24.0,0.0,30.0,0.0,bending
69,17250,44.6,0.49,24.0,0.0,30.0,0.0,bending
70,17500,43.5,0.5,24.5,0.5,30.0,0.0,bending
71,17750,42.0,0.0,21.75,2.49,30.0,0.0,bending
72,18000,38.33,0.94,9.0,1.63,29.0,1.22,bending
73,18250,37.0,1.22,11.0,1.0,27.5,0.5,bending
74,18500,36.25,0.43,11.25,1.3,28.5,0.5,bending
75,18750,39.0,0.0,11.25,5.21,30.0,0.0,bending
76,19000,41.75,0.43,23.25,1.3,30.0,0.0,bending
77,19250,44.25,0.43,23.75,0.43,29.5,0.87,bending
78,19500,45.0,0.0,24.0,0.0,28.0,0.71,bending
79,19750,44.75,0.43,23.75,0.43,29.5,0.5,bending
80,20000,43.25,0.83,23.5,0.87,30.0,0.0,bending
81,20250,41.0,1.22,23.33,0.94,30.0,0.0,bending
82,20500,38.0,1.58,15.0,3.32,28.25,0.83,bending
83,20750,36.33,0.47,8.0,1.22,27.33,0.47,bending
84,21000,37.5,1.12,11.0,1.22,26.75,0.43,bending
85,21250,38.0,1.0,12.33,2.05,26.33,0.94,bending
86,21500,37.33,1.25,14.67,0.47,26.25,0.83,bending
87,21750,38.0,1.22,10.5,1.5,27.25,1.09,bending
88,22000,42.25,0.83,21.25,2.17,30.0,0.0,bending
89,22250,43.0,1.0,24.0,0.0,30.0,0.0,bending
90,22500,41.25,1.3,20.5,3.35,28.25,1.09,bending
91,22750,37.75,1.48,11.25,1.3,26.0,1.22,bending
92,23000,34.5,1.5,15.0,1.41,24.5,0.87,bending
93,23250,36.0,0.0,16.0,1.22,24.0,0.0,bending
94,23500,34.5,1.5,15.5,0.5,24.0,0.0,bending
95,23750,35.5,1.5,16.67,0.47,26.33,0.94,bending
96,24000,40.0,1.0,17.4,4.8,28.6,0.49,bending
97,24250,42.25,0.43,24.0,0.0,30.0,0.0,bending
98,24500,44.0,0.0,24.0,0.0,30.0,0.0,bending
99,24750,43.25,0.83,24.0,0.0,30.0,0.0,bending
100,25000,42.0,0.71,23.75,0.43,28.5,1.5,bending
101,25250,37.75,2.17,12.75,5.97,26.0,0.71,bending
102,25500,35.75,0.43,14.75,3.11,24.5,0.5,bending
103,25750,36.33,0.47,18.5,0.5,24.0,0.0,bending
104,26000,36.25,0.43,18.25,0.83,24.0,0.0,bending
105,26250,34.5,1.5,13.0,2.24,25.0,1.0,bending
106,26500,39.6,2.06,16.25,4.21,27.6,0.8,bending
107,26750,42.33,0.47,24.0,0.0,29.67,0.47,bending
108,27000,44.0,0.71,24.0,0.0,30.0,0.0,bending
109,27250,44.5,0.5,24.0,0.0,30.0,0.0,bending
110,27500,43.5,0.5,24.0,0.0,30.0,0.0,bending
111,27750,41.5,0.5,22.0,1.58,28.25,1.09,bending
112,28000,37.33,1.25,15.67,1.89,27.0,0.0,bending
113,28250,33.75,1.3,16.0,2.12,27.5,0.5,bending
114,28500,36.0,0.0,20.75,0.43,29.0,0.0,bending
115,28750,35.75,0.43,18.0,1.87,28.75,0.43,bending
116,29000,37.25,1.3,10.75,1.79,27.5,0.87,bending
117,29250,41.25,0.83,20.5,2.96,27.5,0.5,bending
118,29500,44.0,0.71,24.0,0.0,29.0,0.0,bending
119,29750,45.0,0.0,24.0,0.0,29.0,0.0,bending
120,30000,45.0,0.0,24.0,0.0,28.5,0.5,bending
121,30250,44.33,0.47,24.0,0.0,30.0,0.0,bending
122,30500,41.2,1.17,21.0,2.24,27.8,1.17,bending
123,30750,37.5,1.12,13.0,2.45,25.75,0.83,bending
124,31000,34.0,1.41,3.67,1.25,23.67,0.47,bending
125,31250,35.0,1.41,11.0,1.63,24.0,0.0,bending
126,31500,36.25,0.43,15.75,1.3,24.25,0.43,bending
127,31750,36.0,0.0,17.33,0.47,25.0,0.71,bending
128,32000,35.25,1.3,14.0,3.54,26.5,0.87,bending
129,32250,40.25,1.48,15.5,6.42,29.0,1.22,bending
130,32500,42.5,0.5,24.25,0.43,31.0,0.71,bending
131,32750,44.75,0.43,23.25,0.43,30.5,0.87,bending
132,33000,45.0,0.0,24.33,0.47,30.0,0.0,bending
133,33250,45.0,0.0,24.0,0.0,29.33,0.47,bending
134,33500,43.0,1.41,22.5,1.12,30.0,0.0,bending
135,33750,39.0,1.41,17.33,1.7,29.5,0.87,bending
136,34000,35.75,1.79,15.25,1.92,27.75,0.43,bending
137,34250,33.0,0.0,20.75,0.43,28.0,0.0,bending
138,34500,35.25,1.3,16.25,1.92,27.5,0.5,bending
139,34750,38.75,1.48,14.25,1.92,28.75,0.83,bending
140,35000,42.5,0.5,18.75,0.43,30.25,0.43,bending
141,35250,44.0,0.71,16.0,1.22,31.25,0.43,bending
142,35500,44.5,0.5,17.25,1.48,31.25,0.43,bending
143,35750,44.25,0.83,17.0,0.71,32.0,0.0,bending
144,36000,43.5,0.5,14.33,0.47,30.67,0.47,bending
145,36250,42.33,0.47,14.25,0.83,29.67,0.47,bending
146,36500,38.0,1.41,13.67,1.89,27.25,1.64,bending
147,36750,34.33,1.25,18.33,2.05,27.5,0.87,bending
148,37000,38.0,1.58,13.25,1.92,28.5,0.87,bending
149,37250,41.75,0.43,18.0,1.22,30.25,0.43,bending
150,37500,43.0,1.0,22.5,0.87,31.25,0.43,bending
151,37750,44.25,0.43,21.33,0.47,30.33,0.47,bending
152,38000,44.5,0.5,23.5,0.5,30.25,0.43,bending
153,38250,43.25,1.09,22.25,0.43,31.25,0.43,bending
154,38500,39.5,2.18,17.5,5.12,30.25,0.43,bending
155,38750,34.5,1.66,14.67,2.87,30.0,0.0,bending
156,39000,35.0,1.41,18.5,1.12,30.0,0.0,bending
157,39250,36.0,0.0,13.75,1.79,30.0,0.0,bending
158,39500,38.0,1.22,15.0,1.87,30.0,0.0,bending
159,39750,40.67,1.25,14.0,1.41,31.0,1.22,bending
160,40000,42.5,0.5,18.75,2.49,35.75,1.79,bending
161,40250,44.5,0.5,22.33,1.25,36.33,0.47,bending
162,40500,45.0,0.0,19.6,2.42,37.0,1.26,bending
163,40750,45.5,0.5,14.0,2.12,37.5,1.12,bending
164,41000,45.75,0.43,19.5,1.12,37.0,1.0,bending
165,41250,45.5,0.5,21.25,0.43,36.75,0.83,bending
166,41500,45.5,0.5,21.25,0.43,36.5,0.5,bending
167,41750,45.5,0.5,20.0,0.82,36.33,0.47,bending
168,42000,45.25,0.43,20.5,0.87,36.5,0.5,bending
169,42250,45.5,0.5,19.75,0.43,36.0,0.0,bending
170,42500,45.5,0.5,20.33,0.47,36.0,0.0,bending
171,42750,45.0,0.0,13.5,5.55,37.0,0.82,bending
172,43000,45.0,0.0,21.25,2.17,36.0,0.0,bending
173,43250,45.0,0.0,25.5,1.12,33.75,1.3,bending
174,43500,45.33,0.47,25.67,1.25,36.25,0.43,bending
175,43750,45.0,0.0,24.25,0.43,36.0,0.0,bending
176,44000,44.75,0.43,24.0,0.0,33.75,1.3,bending
177,44250,44.5,0.5,24.0,0.0,32.75,0.43,bending
178,44500,44.5,0.5,24.0,0.0,31.25,0.43,bending
179,44750,44.5,0.5,24.0,0.0,31.5,0.5,bending
180,45000,44.5,0.5,24.0,0.0,32.0,0.0,bending
181,45250,44.5,0.5,24.0,0.0,33.0,0.0,bending
182,45500,44.4,0.49,23.2,1.17,33.0,0.0,bending
183,45750,43.0,0.82,21.0,0.0,33.0,0.0,bending
184,46000,41.4,0.8,19.0,0.89,32.75,0.43,bending
185,46250,38.33,0.94,17.67,0.47,30.25,0.43,bending
186,46500,38.75,0.43,17.0,1.0,30.0,0.0,bending
187,46750,40.75,1.3,14.5,1.5,30.5,0.5,bending
188,47000,42.0,0.0,18.0,1.41,31.5,0.5,bending
189,47250,44.5,0.5,23.0,1.22,32.25,0.43,bending
190,47500,45.0,0.0,24.5,0.5,31.67,0.47,bending
191,47750,45.0,0.0,24.25,0.43,32.0,0.0,bending
192,48000,44.5,0.5,24.25,0.43,31.5,0.5,bending
193,48250,44.0,0.71,19.5,2.06,32.0,0.71,bending
194,48500,43.5,0.5,14.75,1.48,32.0,0.0,bending
195,48750,43.5,0.5,12.33,0.47,31.5,0.5,bending
196,49000,43.0,1.0,11.67,0.94,31.67,0.47,bending
197,49250,43.0,1.0,12.25,0.83,31.0,0.0,bending
198,49500,43.5,0.5,12.5,1.5,31.5,0.5,bending
199,49750,43.5,0.5,15.75,0.83,32.0,0.0,bending
200,50000,43.67,0.47,17.25,0.43,32.0,0.0,bending
201,50250,43.5,0.5,18.0,0.0,32.25,0.43,bending
202,50500,43.5,0.5,17.25,0.43,32.0,0.0,bending
203,50750,43.33,0.47,21.0,0.0,31.0,0.71,bending
204,51000,43.5,0.5,18.5,1.5,31.5,0.87,bending
205,51250,43.5,0.5,17.25,0.43,31.75,0.43,bending
206,51500,43.5,0.5,18.0,0.0,31.5,0.5,bending
207,51750,43.5,0.5,18.0,0.0,31.75,0.43,bending
208,52000,43.75,0.43,17.75,0.43,32.0,0.0,bending
209,52250,43.5,0.5,17.5,0.5,31.5,0.5,bending
210,52500,43.5,0.5,17.5,0.5,31.75,0.43,bending
211,52750,43.5,0.5,17.5,0.5,31.0,0.0,bending
212,53000,43.5,0.5,18.0,0.0,31.25,0.43,bending
213,53250,43.75,0.43,20.0,1.22,31.25,0.43,bending
214,53500,45.0,0.0,24.25,1.09,30.67,0.47,bending
215,53750,45.25,0.43,27.67,0.94,30.67,0.47,bending
216,54000,45.67,0.47,28.25,0.43,32.33,0.47,bending
217,54250,45.25,0.43,27.75,0.83,31.25,0.83,bending
218,54500,45.0,0.0,26.0,1.41,30.0,0.0,bending
219,54750,43.5,1.12,19.5,3.64,30.0,0.0,bending
220,55000,40.0,1.22,10.75,1.3,28.5,1.12,bending
221,55250,38.25,0.83,14.25,0.83,27.0,0.0,bending
222,55500,38.25,0.83,15.25,0.43,27.25,0.43,bending
223,55750,40.0,1.0,15.0,0.0,29.25,0.83,bending
224,56000,42.25,0.43,18.75,2.49,30.75,0.43,bending
225,56250,44.5,0.5,23.67,0.47,30.0,0.0,bending
226,56500,45.0,0.0,26.33,0.47,30.0,0.0,bending
227,56750,45.0,0.0,27.0,0.0,30.0,0.0,bending
228,57000,45.0,0.0,26.5,0.5,30.0,0.0,bending
229,57250,44.5,0.5,23.0,1.22,30.0,0.0,bending
230,57500,42.67,0.47,16.67,1.25,30.0,0.0,bending
231,57750,42.0,0.0,15.0,0.0,30.0,0.0,bending
232,58000,42.0,0.0,15.0,0.0,30.0,0.0,bending
233,58250,41.9,0.3,13.0,0.95,29.64,0.48,bending
234,58500,40.0,2.83,15.33,0.47,29.5,0.5,bending
235,58750,42.0,0.0,15.75,0.43,29.5,0.5,bending
236,59000,42.0,0.0,15.0,0.0,30.0,0.0,bending
237,59250,42.0,0.0,17.25,0.83,30.0,0.0,bending
238,59500,42.33,0.47,17.5,0.5,30.0,0.0,bending
239,59750,42.25,0.43,17.67,0.47,31.0,0.0,bending
240,60000,42.33,0.47,17.75,0.43,31.67,0.47,bending
241,60250,42.0,0.0,18.25,0.43,32.0,0.0,bending
242,60500,42.5,0.5,20.75,0.43,31.25,0.43,bending
243,60750,42.5,0.5,20.67,0.47,31.0,0.0,bending
244,61000,42.75,0.83,19.0,1.87,31.0,0.0,bending
245,61250,42.75,0.43,15.75,0.83,31.75,0.43,bending
246,61500,42.75,0.83,17.25,0.83,32.0,0.0,bending
247,61750,42.5,0.5,16.67,0.94,32.0,0.0,bending
248,62000,43.0,1.0,17.67,0.47,31.67,0.47,bending
249,62250,42.75,0.43,17.5,0.5,32.0,0.0,bending
250,62500,43.5,0.5,18.0,0.0,31.75,0.43,bending
251,62750,43.25,0.83,18.0,0.0,31.75,0.43,bending
252,63000,43.25,0.83,19.75,0.43,31.25,0.43,bending
253,63250,43.67,0.47,18.5,0.87,32.0,0.0,bending
254,63500,43.25,0.43,19.5,0.87,32.0,0.0,bending
255,63750,43.5,0.5,19.0,0.71,32.0,0.0,bending
256,64000,42.67,0.94,20.67,0.47,32.0,0.0,bending
257,64250,43.25,0.83,19.0,0.71,31.25,0.43,bending
258,64500,43.0,0.71,18.5,0.5,30.75,0.43,bending
259,64750,42.75,0.43,18.0,0.0,31.0,0.0,bending
260,65000,43.0,1.0,16.25,1.3,31.0,0.0,bending
261,65250,43.0,0.71,18.0,0.0,31.0,0.0,bending
262,65500,43.0,0.0,18.0,0.0,31.5,0.5,bending
263,65750,43.0,0.71,19.25,1.3,32.0,0.0,bending
264,66000,42.75,0.83,20.0,0.82,32.0,0.0,bending
265,66250,42.25,0.43,22.75,1.3,31.75,0.43,bending
266,66500,41.75,0.43,23.5,0.5,32.0,0.0,bending
267,66750,40.0,0.82,24.0,0.0,33.0,0.0,bending
268,67000,41.0,0.71,24.0,0.0,34.5,1.5,bending
269,67250,41.67,0.47,22.67,1.25,34.5,1.5,bending
270,67500,42.0,0.0,24.0,0.0,33.75,1.3,bending
271,67750,42.0,0.0,24.0,0.0,33.75,1.3,bending
272,68000,42.0,0.0,24.0,0.0,33.75,1.3,bending
273,68250,42.0,0.0,23.75,0.43,33.75,1.3,bending
274,68500,41.75,0.43,24.0,0.0,33.0,0.0,bending
275,68750,40.5,1.12,23.0,1.0,33.5,1.5,bending
276,69000,40.5,0.5,21.5,0.87,33.75,1.3,bending
277,69250,41.25,0.83,22.0,1.22,34.5,1.5,bending
278,69500,42.5,0.87,24.0,0.0,33.67,0.94,bending
279,69750,41.67,0.47,21.0,0.0,35.0,1.41,bending
280,70000,41.33,0.94,20.5,0.5,35.0,1.41,bending
281,70250,42.0,0.0,22.25,1.79,33.75,1.3,bending
282,70500,42.0,0.0,21.0,0.0,36.0,0.0,bending
283,70750,42.4,0.49,21.0,0.0,35.25,1.3,bending
284,71000,42.0,0.0,24.0,0.0,32.75,0.43,bending
285,71250,42.0,0.0,24.0,0.0,32.0,0.0,bending
286,71500,42.0,0.0,24.0,0.0,31.75,0.83,bending
287,71750,42.5,0.5,24.0,0.0,31.25,0.43,bending
288,72000,42.25,0.43,23.0,1.22,32.0,0.71,bending
289,72250,42.25,0.43,22.75,0.43,32.0,0.0,bending
290,72500,42.25,0.43,22.5,0.87,32.0,0.0,bending
291,72750,42.25,0.43,23.0,0.82,31.33,0.94,bending
292,73000,42.0,0.0,22.75,0.43,32.0,0.0,bending
293,73250,42.33,0.47,22.75,0.43,32.0,0.0,bending
294,73500,42.33,0.47,22.67,0.47,32.0,0.0,bending
295,73750,42.0,0.0,22.5,0.5,32.0,0.0,bending
296,74000,42.25,0.43,22.25,0.43,32.5,0.5,bending
297,74250,42.5,0.5,22.25,0.83,32.25,0.43,bending
298,74500,42.0,0.0,22.25,0.83,31.5,0.87,bending
299,74750,42.25,0.43,21.5,0.87,31.0,0.71,bending
300,75000,42.0,0.0,19.5,1.12,30.25,0.43,bending
301,75250,42.0,0.0,16.5,1.12,30.0,0.0,bending
302,75500,42.0,0.0,16.75,1.64,30.0,0.0,bending
303,75750,42.0,0.0,13.0,1.0,30.0,0.0,bending
304,76000,42.0,0.0,16.0,0.71,30.0,0.0,bending
305,76250,42.0,0.0,13.0,0.82,30.0,0.0,bending
306,76500,42.0,0.0,14.67,0.47,30.0,0.0,bending
307,76750,42.0,0.0,14.0,0.82,30.0,0.0,bending
308,77000,42.0,0.0,14.25,1.09,30.0,0.0,bending
309,77250,42.0,0.0,17.0,0.71,29.75,0.43,bending
310,77500,42.0,0.0,17.5,0.5,29.0,0.71,bending
311,77750,41.5,0.5,17.25,0.43,28.75,0.43,bending
312,78000,41.5,0.5,17.5,0.5,28.75,0.43,bending
313,78250,41.5,0.5,19.5,0.87,29.25,0.43,bending
314,78500,41.5,0.5,17.5,0.5,29.0,0.71,bending
315,78750,41.5,0.5,18.0,0.71,28.75,0.43,bending
316,79000,41.5,0.5,19.25,0.83,28.5,0.5,bending
317,79250,41.75,0.43,15.75,0.83,28.0,0.71,bending
318,79500,41.5,0.5,18.0,0.0,28.25,0.43,bending
319,79750,41.5,0.5,18.0,0.0,28.67,0.47,bending
320,80000,41.5,0.5,15.67,0.94,28.67,0.47,bending
321,80250,41.5,0.5,18.5,1.12,28.25,0.43,bending
322,80500,41.5,0.5,15.5,0.5,28.0,0.0,bending
323,80750,41.5,0.5,18.25,0.43,28.5,0.5,bending
324,81000,41.67,0.47,17.25,1.92,28.0,0.82,bending
325,81250,41.5,0.5,15.0,1.22,27.5,0.5,bending
326,81500,41.5,0.5,18.0,0.0,28.25,0.43,bending
327,81750,41.33,0.47,17.0,0.0,28.75,0.43,bending
328,82000,41.5,0.5,19.33,0.94,29.67,0.47,bending
329,82250,41.5,0.5,19.0,1.0,30.0,0.0,bending
330,82500,41.5,0.5,20.75,0.43,30.0,0.0,bending
331,82750,41.5,0.5,21.0,0.0,30.0,0.0,bending
332,83000,41.5,0.5,20.0,1.22,30.0,0.0,bending
333,83250,41.5,0.5,21.0,0.0,30.0,0.0,bending
334,83500,41.5,0.5,20.5,0.5,30.0,0.0,bending
335,83750,41.5,0.5,20.67,0.47,30.0,0.0,bending
336,84000,41.5,0.5,20.75,1.09,29.75,0.43,bending
337,84250,41.5,0.5,20.25,0.83,29.5,0.5,bending
338,84500,41.5,0.5,20.75,0.43,29.25,0.43,bending
339,84750,41.5,0.5,18.0,0.0,28.25,0.43,bending
340,85000,41.5,0.5,20.25,0.43,28.5,0.5,bending
341,85250,42.0,0.0,18.0,0.0,28.5,0.5,bending
342,85500,41.8,0.4,20.33,0.94,29.0,0.0,bending
343,85750,41.67,0.47,20.75,0.43,29.33,0.47,bending
344,86000,41.75,0.43,20.5,0.5,29.25,0.43,bending
345,86250,41.33,0.47,21.0,0.0,29.5,0.5,bending
346,86500,41.75,0.43,20.25,0.83,29.0,0.71,bending
347,86750,41.5,0.5,20.75,0.43,28.75,0.43,bending
348,87000,41.5,0.5,20.75,0.43,28.5,0.5,bending
349,87250,41.75,0.43,20.0,0.82,28.67,0.47,bending
350,87500,42.0,0.0,21.0,0.0,30.0,0.0,bending
351,87750,42.0,0.0,21.0,0.0,30.0,0.0,bending
352,88000,42.0,0.0,20.5,0.5,30.0,0.0,bending
353,88250,42.0,0.0,21.0,0.71,30.0,0.0,bending
354,88500,42.0,0.0,20.75,0.43,30.0,0.0,bending
355,88750,41.33,0.47,20.67,0.47,29.75,0.43,bending
356,89000,41.5,0.5,19.0,0.71,29.75,0.43,bending
357,89250,41.75,0.43,18.25,0.43,29.5,0.87,bending
358,89500,41.25,0.83,18.5,0.5,28.75,0.43,bending
359,89750,42.0,0.0,19.5,0.5,29.75,0.43,bending
360,90000,42.0,0.0,18.33,0.47,30.0,0.0,bending
361,90250,42.0,0.0,18.25,0.43,30.0,0.0,bending
362,90500,42.0,0.0,18.25,0.43,30.0,0.0,bending
363,90750,42.0,0.0,18.25,0.43,30.0,0.0,bending
364,91000,41.5,0.5,20.0,0.71,30.0,0.0,bending
365,91250,41.67,0.47,21.0,0.0,29.75,0.43,bending
366,91500,41.5,0.5,21.0,0.0,30.0,0.0,bending
367,91750,41.5,0.5,21.0,0.0,29.5,0.5,bending
368,92000,41.5,0.5,20.5,0.5,29.5,0.5,bending
369,92250,41.5,0.5,21.0,0.0,29.0,0.71,bending
370,92500,41.5,0.5,21.0,0.0,28.5,0.5,bending
371,92750,41.5,0.5,21.0,0.0,28.33,0.47,bending
372,93000,41.5,0.5,20.25,0.83,27.75,0.43,bending
373,93250,41.67,0.47,21.0,0.0,28.0,0.0,bending
374,93500,41.5,0.5,20.5,0.5,28.25,0.43,bending
375,93750,41.67,0.47,20.75,0.43,28.33,0.47,bending
376,94000,42.0,0.0,21.0,0.0,29.75,0.43,bending
377,94250,42.0,0.0,21.0,0.0,30.0,0.0,bending
378,94500,41.5,0.5,20.0,0.0,30.0,0.0,bending
379,94750,41.5,0.5,19.75,0.83,30.0,0.0,bending
380,95000,41.75,0.43,19.25,0.83,30.0,0.0,bending
381,95250,41.5,0.5,20.0,1.22,29.5,0.5,bending
382,95500,41.5,0.5,19.25,0.43,29.25,0.43,bending
383,95750,41.5,0.5,20.33,0.47,29.67,0.47,bending
384,96000,41.67,0.47,20.25,0.43,29.75,0.43,bending
385,96250,41.67,0.47,20.5,0.5,30.0,0.0,bending
386,96500,41.0,1.0,21.5,0.5,30.0,0.0,bending
387,96750,41.5,0.5,20.75,0.43,29.75,0.43,bending
388,97000,41.5,0.5,21.25,0.43,29.5,0.5,bending
389,97250,41.33,0.47,19.33,1.25,28.75,0.83,bending
390,97500,41.5,0.5,18.25,0.43,29.25,0.43,bending
391,97750,41.5,0.5,20.25,0.83,29.5,0.5,bending
392,98000,41.5,0.5,19.5,0.5,30.0,0.0,bending
393,98250,41.5,0.5,19.25,0.43,30.0,0.0,bending
394,98500,41.5,0.5,18.25,0.43,29.5,0.5,bending
395,98750,41.5,0.5,18.0,0.0,29.0,0.0,bending
396,99000,41.75,0.43,17.75,0.43,29.25,0.43,bending
397,99250,41.5,0.5,18.0,0.82,29.0,0.0,bending
398,99500,41.67,0.47,20.75,0.43,29.33,0.47,bending
399,99750,41.33,0.47,20.33,0.47,30.0,0.0,bending
400,100000,41.33,0.47,21.0,0.0,30.0,0.0,bending
401,100250,41.75,0.43,20.5,0.5,29.5,0.5,bending
402,100500,41.5,0.5,20.0,0.0,29.5,0.5,bending
403,100750,41.5,0.5,19.75,0.43,30.0,0.0,bending
404,101000,41.5,0.5,19.25,0.83,30.0,0.0,bending
405,101250,41.5,0.5,19.0,0.71,30.0,0.0,bending
406,101500,41.5,0.5,18.33,0.47,30.0,0.0,bending
407,101750,41.5,0.5,18.75,0.83,30.0,0.0,bending
408,102000,41.5,0.5,18.33,0.47,29.67,0.47,bending
409,102250,41.5,0.5,18.0,0.0,29.33,0.47,bending
410,102500,41.6,0.49,18.2,0.4,29.5,0.5,bending
411,102750,41.5,0.5,19.25,0.43,30.0,0.0,bending
412,103000,41.5,0.5,18.25,0.43,30.0,0.0,bending
413,103250,41.33,0.47,18.67,0.47,30.0,0.0,bending
414,103500,41.75,0.43,18.25,0.43,30.0,0.0,bending
415,103750,42.0,0.0,18.33,0.47,29.75,0.43,bending
416,104000,42.0,0.0,16.75,1.09,30.0,0.0,bending
417,104250,42.0,0.0,16.5,0.87,29.75,0.43,bending
418,104500,42.0,0.0,17.5,0.87,29.75,0.43,bending
419,104750,42.0,0.0,18.5,0.87,29.67,0.47,bending
420,105000,41.5,0.5,18.5,1.5,30.0,0.0,bending
421,105250,42.0,0.0,21.0,0.0,30.0,0.0,bending
422,105500,42.0,0.0,22.75,1.09,29.5,0.5,bending
423,105750,42.0,0.0,21.25,0.83,29.25,0.43,bending
424,106000,42.0,0.0,12.5,2.29,27.0,0.0,bending
425,106250,41.5,0.5,13.25,1.3,27.0,0.0,bending
426,106500,41.33,0.47,15.0,0.0,26.75,0.43,bending
427,106750,41.5,0.5,12.75,1.48,26.75,0.43,bending
428,107000,41.5,0.5,12.75,0.43,27.5,0.5,bending
429,107250,41.67,0.47,14.67,0.47,28.5,0.5,bending
430,107500,42.0,0.0,16.8,0.98,27.67,0.75,bending
431,107750,42.0,0.0,14.75,1.79,27.25,0.43,bending
432,108000,41.75,0.43,16.25,0.83,26.5,0.5,bending
433,108250,41.5,0.5,15.33,0.47,27.0,0.0,bending
